Código,Região,UF,nome_meso,nome_micro,Município,IFDM,Educação,Emprego e Renda,Saúde,desenvolvimento
150178,Norte,PA,Sudeste Paraense,Tucuruí,BREU BRANCO,0.5561316409517865,0.5713827971130746,0.3804610908898074,0.7165510348524775,Regular
150180,Norte,PA,Marajó,Furos de Breves,BREVES,0.4612121248409436,0.5239126795863772,0.3683257108606,0.4913979840758538,Regular
150190,Norte,PA,Metropolitana de Belém,Castanhal,BUJARU,0.5073020429778466,0.5911754713301594,0.4244603458944126,0.506270311708968,Regular
150195,Norte,PA,Nordeste Paraense,Guamá,CACHOEIRA DO PIRIÁ,0.5267437727491512,0.5271453994209783,0.3750086962631546,0.6780772225633209,Regular
150200,Norte,PA,Marajó,Arari,CACHOEIRA DO ARARI,0.4680100863989073,0.5529843564250083,0.4004852072185821,0.4505606955531315,Regular
150210,Norte,PA,Nordeste Paraense,Cametá,CAMETÁ,0.5341794203146043,0.5779116264592447,0.374778851569756,0.6498477829148123,Regular
150215,Norte,PA,Sudeste Paraense,Parauapebas,CANAÃ DOS CARAJÁS,0.6834366956406913,0.7708321050478479,0.6132316381301621,0.666246343744064,Moderado
150220,Norte,PA,Nordeste Paraense,Bragantina,CAPANEMA,0.5883368160318294,0.6643374894105486,0.4403929561489527,0.6602800025359873,Regular
150230,Norte,PA,Nordeste Paraense,Guamá,CAPITÃO POÇO,0.4502993496871587,0.5700499748876786,0.4228482734701351,0.3579998007036624,Regular
150240,Norte,PA,Metropolitana de Belém,Castanhal,CASTANHAL,0.7292298669708509,0.6612420396901899,0.7080290907118376,0.8184184705105253,Moderado
150250,Norte,PA,Marajó,Arari,CHAVES,0.5600684295892753,0.5603787797353862,0.5366169736208681,0.5832095354115716,Regular
150260,Norte,PA,Nordeste Paraense,Salgado,COLARES,0.6192721200026452,0.6605303880835304,0.4497813530520925,0.7475046188723127,Moderado
150270,Norte,PA,Sudeste Paraense,Conceição do Araguaia,CONCEIÇÃO DO ARAGUAIA,0.5265354082404337,0.679993292069581,0.3201521972623319,0.5794607353893881,Regular
150275,Norte,PA,Nordeste Paraense,Tomé-Açu,CONCÓRDIA DO PARÁ,0.4620815739630946,0.6107297571968147,0.2755349613032853,0.4999800033891838,Regular
150276,Norte,PA,Sudeste Paraense,São Félix do Xingu,CUMARU DO NORTE,0.4763560663614237,0.5671662709309768,0.50031597094648,0.3615859572068144,Regular
150277,Norte,PA,Sudeste Paraense,Parauapebas,CURIONÓPOLIS,0.0,0.709426192156198,0.0,0.6761646897062529,Baixo
150280,Norte,PA,Marajó,Furos de Breves,CURRALINHO,0.4619952190907181,0.469594875924204,0.4032656994305024,0.513125081917448,Regular
150285,Norte,PA,Baixo Amazonas,Santarém,CURUÁ,0.4877421884591756,0.630747366449192,0.4050926096451177,0.4273865892832172,Regular
150290,Norte,PA,Nordeste Paraense,Salgado,CURUÇÁ,0.4711894768674083,0.552072114041819,0.3100534996132936,0.5514428169471124,Regular
150293,Norte,PA,Sudeste Paraense,Paragominas,DOM ELISEU,0.5756650011910136,0.6826201164895452,0.453824036110166,0.5905508509733295,Regular
150300,Norte,PA,Baixo Amazonas,Óbidos,FARO,0.4270319782253941,0.5855965614263589,0.4849546068686722,0.2105447663811514,Regular
150304,Norte,PA,Sudeste Paraense,Conceição do Araguaia,FLORESTA DO ARAGUAIA,0.4877200760505371,0.6591738868017409,0.2099815697285797,0.5940047716212908,Regular
150307,Norte,PA,Nordeste Paraense,Guamá,GARRAFÃO DO NORTE,0.4938677098841145,0.5564030036401371,0.4019084555615419,0.5232916704506649,Regular
150309,Norte,PA,Sudeste Paraense,Paragominas,GOIANÉSIA DO PARÁ,0.5188774828848439,0.580259862183794,0.4502002498097834,0.5261723366609542,Regular
150310,Norte,PA,Marajó,Portel,GURUPÁ,0.4915747375001204,0.4626507512095747,0.4428645878802058,0.5692088734105808,Regular
150320,Norte,PA,Nordeste Paraense,Bragantina,IGARAPÉ-AÇU,0.6115328810283309,0.6020431282662176,0.3511125261849189,0.8814429886338562,Moderado
150330,Norte,PA,Nordeste Paraense,Cametá,IGARAPÉ-MIRI,0.5183457556684312,0.5935525832710706,0.4472882757126614,0.5141964080215615,Regular
150340,Norte,PA,Metropolitana de Belém,Castanhal,INHANGAPI,0.5399347075398987,0.5539427845212158,0.4501327836918639,0.6157285544066163,Regular
150345,Norte,PA,Nordeste Paraense,Guamá,IPIXUNA DO PARÁ,0.4583110284709018,0.5513603796263538,0.3674791809151106,0.4560935248712409,Regular
150350,Norte,PA,Nordeste Paraense,Guamá,IRITUIA,0.5957457876614765,0.6039700726375159,0.4466949807119008,0.7365723096350129,Regular
150360,Norte,PA,Sudoeste Paraense,Itaituba,ITAITUBA,0.5855848146256841,0.6150088891695258,0.5296024009444531,0.6121431537630735,Regular
150370,Norte,PA,Sudeste Paraense,Tucuruí,ITUPIRANGA,0.4913587733426059,0.5542372159626182,0.353754272977398,0.5660848310878015,Regular
150375,Norte,PA,Sudoeste Paraense,Itaituba,JACAREACANGA,0.4384479260385242,0.5656059807556549,0.3408716567077945,0.4088661406521234,Regular
150380,Norte,PA,Sudeste Paraense,Tucuruí,JACUNDÁ,0.5187024608358947,0.6230300351575021,0.4221209738806905,0.5109563734694915,Regular
150390,Norte,PA,Baixo Amazonas,Óbidos,JURUTI,0.5680902099835279,0.6571009500923685,0.410125038110973,0.6370446417472422,Regular
150400,Norte,PA,Nordeste Paraense,Cametá,LIMOEIRO DO AJURU,0.0,0.5160194805194804,0.0,0.3675747063074388,Baixo
150405,Norte,PA,Nordeste Paraense,Guamá,MÃE DO RIO,0.550592683176822,0.6877916663691815,0.3758888431274742,0.5880975400338104,Regular
150410,Norte,PA,Nordeste Paraense,Salgado,MAGALHÃES BARATA,0.5269254375514862,0.6222298364754765,0.2667079486628469,0.6918385275161354,Regular
150420,Norte,PA,Sudeste Paraense,Marabá,MARABÁ,0.6437727035161377,0.6789851242650311,0.559442088579541,0.6928908977038409,Moderado
150430,Norte,PA,Nordeste Paraense,Salgado,MARACANÃ,0.4460003412472396,0.5518344444124132,0.2996439167091002,0.4865226626202054,Regular
150440,Norte,PA,Nordeste Paraense,Salgado,MARAPANIM,0.500616740499018,0.5558395106190169,0.2441869638758741,0.7018237470021633,Regular
150442,Norte,PA,Metropolitana de Belém,Belém,MARITUBA,0.6500336435050771,0.6340877251562876,0.5213052072195123,0.7947079981394314,Moderado
150445,Norte,PA,Sudoeste Paraense,Altamira,MEDICILÂNDIA,0.5205472759203085,0.4929914213147284,0.3716783866081613,0.6969720198380359,Regular
150450,Norte,PA,Marajó,Portel,MELGAÇO,0.4903778125903559,0.5515668099893556,0.4192318252593349,0.5003348025223773,Regular
150460,Norte,PA,Nordeste Paraense,Cametá,MOCAJUBA,0.0,0.5517915424032233,0.0,0.5635384682878244,Baixo
150470,Norte,PA,Nordeste Paraense,Tomé-Açu,MOJU,0.4789984480817691,0.6011655731264995,0.4553510928444519,0.3804786782743558,Regular
150480,Norte,PA,Baixo Amazonas,Santarém,MONTE ALEGRE,0.5885273828131066,0.6860791392393037,0.4451694080585028,0.6343336011415134,Regular
150490,Norte,PA,Marajó,Arari,MUANÁ,0.4845877654760304,0.5221679307310136,0.3907680623269629,0.5408273033701148,Regular
150495,Norte,PA,Nordeste Paraense,Guamá,NOVA ESPERANÇA DO PIRIÁ,0.4276334955336882,0.5590548516524126,0.3539009114178049,0.3699447235308472,Regular
150497,Norte,PA,Sudeste Paraense,Tucuruí,NOVA IPIXUNA,0.5288022695820128,0.5961917787611075,0.3583637660394749,0.6318512639454561,Regular
150500,Norte,PA,Nordeste Paraense,Bragantina,NOVA TIMBOTEUA,0.56702506826843,0.6571195953413376,0.4454579307876034,0.5984976786763493,Regular
150503,Norte,PA,Sudoeste Paraense,Itaituba,NOVO PROGRESSO,0.6419016293584976,0.718373475853352,0.5038417930330055,0.7034896191891357,Moderado
150506,Norte,PA,Sudeste Paraense,Tucuruí,NOVO REPARTIMENTO,0.4728810294790818,0.5325882260388897,0.3594348376998943,0.5266200246984617,Regular
150510,Norte,PA,Baixo Amazonas,Óbidos,ÓBIDOS,0.5052166474752012,0.6328551556740772,0.4600967923417838,0.4226979944097427,Regular
150520,Norte,PA,Nordeste Paraense,Cametá,OEIRAS DO PARÁ,0.4793194563690379,0.5479475475394344,0.29155982307866,0.5984509984890194,Regular
150530,Norte,PA,Baixo Amazonas,Óbidos,ORIXIMINÁ,0.5988365345370597,0.6391915762812863,0.4987839415493617,0.6585340857805309,Regular
150540,Norte,PA,Nordeste Paraense,Guamá,OURÉM,0.5507581301038235,0.6009139292080469,0.3466246570703648,0.7047358040330589,Regular
150543,Norte,PA,Sudeste Paraense,São Félix do Xingu,OURILÂNDIA DO NORTE,0.484322824612366,0.6474239056326343,0.2833538305019862,0.5221907377024775,Regular
150548,Norte,PA,Sudoeste Paraense,Altamira,PACAJÁ,0.5413543879087376,0.4658453915922497,0.4365950922542535,0.7216226798797097,Regular
150549,Norte,PA,Sudeste Paraense,Marabá,PALESTINA DO PARÁ,0.5203992108000175,0.6253001235310373,0.4428106046081143,0.493086904260901,Regular
150550,Norte,PA,Sudeste Paraense,Paragominas,PARAGOMINAS,0.7258582827034148,0.7366396810495982,0.6634888781692847,0.7774462888913618,Moderado
150553,Norte,PA,Sudeste Paraense,Parauapebas,PARAUAPEBAS,0.7402061335223107,0.7505214051568706,0.6247971568188693,0.8452998385911921,Moderado
150555,Norte,PA,Sudeste Paraense,Redenção,PAU D'ARCO,0.4699516003852376,0.7228270944741533,0.3269734565185305,0.3600542501630292,Regular
150560,Norte,PA,Nordeste Paraense,Bragantina,PEIXE-BOI,0.601942176690162,0.6387009767886571,0.4369332264422141,0.7301923268396151,Moderado
150563,Norte,PA,Sudeste Paraense,Redenção,PIÇARRA,0.5574577100312539,0.5866538577085014,0.4526384336062837,0.6330808387789766,Regular
150565,Norte,PA,Baixo Amazonas,Santarém,PLACAS,0.5046773385681673,0.5178535954527796,0.3120523283706731,0.6841260918810494,Regular
150570,Norte,PA,Marajó,Arari,PONTA DE PEDRAS,0.5011393498006941,0.5815890591338193,0.4376218989345312,0.4842070913337317,Regular
150580,Norte,PA,Marajó,Portel,PORTEL,0.5185703814495324,0.5020453029942193,0.458127960408889,0.5955378809454889,Regular
150590,Norte,PA,Baixo Amazonas,Almeirim,PORTO DE MOZ,0.3859592872097768,0.3826913609819891,0.3674572100456426,0.407729290601699,Baixo
150600,Norte,PA,Baixo Amazonas,Santarém,PRAINHA,0.5118273764029921,0.5264981212471108,0.4207266138813585,0.5882573940805071,Regular
150610,Norte,PA,Nordeste Paraense,Bragantina,PRIMAVERA,0.6405322377729277,0.6583814813624027,0.4866393646551602,0.7765758673012202,Moderado
150611,Norte,PA,Nordeste Paraense,Bragantina,QUATIPURU,0.5528050700219451,0.6013138242309911,0.3481223231161112,0.7089790627187331,Regular
150613,Norte,PA,Sudeste Paraense,Redenção,REDENÇÃO,0.6672543417060968,0.730532771714306,0.6383890515390229,0.6328412018649617,Moderado
150616,Norte,PA,Sudeste Paraense,Redenção,RIO MARIA,0.5248885794649588,0.6744626192023113,0.4158068982031202,0.484396220989445,Regular
150618,Norte,PA,Sudeste Paraense,Paragominas,RONDON DO PARÁ,0.5681124616863418,0.6701828476317107,0.4843414189877656,0.5498131184395493,Regular
150619,Norte,PA,Sudoeste Paraense,Itaituba,RURÓPOLIS,0.5291726355486579,0.546237060599641,0.4412730624793311,0.6000077835670019,Regular
150620,Norte,PA,Nordeste Paraense,Salgado,SALINÓPOLIS,0.6339640985345747,0.6927397342260586,0.5247946339945625,0.6843579273831033,Moderado
150630,Norte,PA,Marajó,Arari,SALVATERRA,0.5076756362590296,0.6345067489266365,0.3566543357933573,0.531865824057095,Regular
150635,Norte,PA,Metropolitana de Belém,Belém,SANTA BÁRBARA DO PARÁ,0.5956317731867822,0.6713353496223602,0.4020494374137857,0.7135105325242005,Regular
150640,Norte,PA,Marajó,Arari,SANTA CRUZ DO ARARI,0.5397624851525464,0.5799463107698402,0.4163860748274391,0.6229550698603602,Regular
150655,Norte,PA,Nordeste Paraense,Guamá,SANTA LUZIA DO PARÁ,0.5327261403333887,0.584584191313812,0.3697501202264009,0.6438441094599533,Regular
150658,Norte,PA,Sudeste Paraense,Conceição do Araguaia,SANTA MARIA DAS BARREIRAS,0.4511676750456076,0.5317538037474545,0.4972963108529901,0.3244529105363784,Regular
150660,Norte,PA,Nordeste Paraense,Bragantina,SANTA MARIA DO PARÁ,0.5020284678007094,0.6099921865205491,0.4180005978974827,0.4780926189840966,Regular
150670,Norte,PA,Sudeste Paraense,Conceição do Araguaia,SANTANA DO ARAGUAIA,0.4654620341157268,0.4805673193312193,0.4645439327063876,0.4512748503095738,Regular
150680,Norte,PA,Baixo Amazonas,Santarém,SANTARÉM,0.7088892517400238,0.7232116684945548,0.6833055455837596,0.720150541141757,Moderado
150690,Norte,PA,Nordeste Paraense,Bragantina,SANTARÉM NOVO,0.542804021778519,0.6011687695708525,0.323598674749854,0.7036446210148509,Regular
150700,Norte,PA,Metropolitana de Belém,Castanhal,SANTO ANTÔNIO DO TAUÁ,0.5008025228138667,0.6039466199929535,0.4899972457712073,0.4084637026774394,Regular
150710,Norte,PA,Nordeste Paraense,Salgado,SÃO CAETANO DE ODIVELAS,0.0,0.5448044640781213,0.0,0.5625396015443269,Baixo
150715,Norte,PA,Sudeste Paraense,Marabá,SÃO DOMINGOS DO ARAGUAIA,0.5309826395124737,0.6116476851048093,0.4792602755728783,0.5020399578597335,Regular
150720,Norte,PA,Nordeste Paraense,Guamá,SÃO DOMINGOS DO CAPIM,0.466796614485453,0.4891046433010379,0.4759829977848848,0.4353022023704363,Regular
150730,Norte,PA,Sudeste Paraense,São Félix do Xingu,SÃO FÉLIX DO XINGU,0.4915462970518511,0.5099561685285414,0.4193385085433482,0.5453442140836637,Regular
150740,Norte,PA,Nordeste Paraense,Bragantina,SÃO FRANCISCO DO PARÁ,0.6016632171877223,0.6301753527732312,0.3162317349052831,0.8585825638846525,Moderado
150745,Norte,PA,Sudeste Paraense,Redenção,SÃO GERALDO DO ARAGUAIA,0.5781081316037439,0.6273322948275297,0.5198906998689237,0.5871014001147782,Regular
150746,Norte,PA,Nordeste Paraense,Salgado,SÃO JOÃO DA PONTA,0.6073012252890458,0.6389471617176066,0.3293024668445948,0.8536540473049362,Moderado
150747,Norte,PA,Nordeste Paraense,Salgado,SÃO JOÃO DE PIRABAS,0.5551045954423046,0.6198194611384733,0.4328194062214326,0.6126749189670081,Regular
150750,Norte,PA,Sudeste Paraense,Marabá,SÃO JOÃO DO ARAGUAIA,0.4652155165048645,0.532445402487361,0.3546517904361668,0.5085493565910655,Regular
150760,Norte,PA,Nordeste Paraense,Guamá,SÃO MIGUEL DO GUAMÁ,0.5649372210058444,0.6126821800153173,0.4540026978275932,0.6281267851746228,Regular
150770,Norte,PA,Marajó,Furos de Breves,SÃO SEBASTIÃO DA BOA VISTA,0.530558322837368,0.6167382793562693,0.4090370501938185,0.5658996389620164,Regular
150775,Norte,PA,Sudeste Paraense,Redenção,SAPUCAIA,0.6397960698187645,0.6434064171122994,0.6773533458161216,0.5986284465278724,Moderado
150780,Norte,PA,Sudoeste Paraense,Altamira,SENADOR JOSÉ PORFÍRIO,0.4769469601084897,0.6255181747873162,0.4366538480386047,0.3686688574995481,Regular
150790,Norte,PA,Marajó,Arari,SOURE,0.5368152624988742,0.6695170520335445,0.4226778606730371,0.5182508747900411,Regular
150795,Norte,PA,Nordeste Paraense,Tomé-Açu,TAILÂNDIA,0.5873040663276672,0.6535106230555547,0.4177054730205159,0.6906961029069312,Regular
150796,Norte,PA,Nordeste Paraense,Salgado,TERRA ALTA,0.6142577311159257,0.627447344728499,0.4004891975970805,0.8148366510221978,Moderado
150797,Norte,PA,Baixo Amazonas,Óbidos,TERRA SANTA,0.5509326789928547,0.6872623517492102,0.4472017830281799,0.5183339022011741,Regular
150800,Norte,PA,Nordeste Paraense,Tomé-Açu,TOMÉ-AÇU,0.5361583768483529,0.6021184282542711,0.4602669016127502,0.5460898006780373,Regular
150803,Norte,PA,Nordeste Paraense,Bragantina,TRACUATEUA,0.4369233962353997,0.5500890267260241,0.3817987396294331,0.3788824223507421,Regular
150805,Norte,PA,Sudoeste Paraense,Itaituba,TRAIRÃO,0.4844202551616491,0.5983494357526722,0.435155365693448,0.4197559640388271,Regular
150808,Norte,PA,Sudeste Paraense,São Félix do Xingu,TUCUMÃ,0.5092068796216933,0.6810675723687811,0.4600882115464962,0.3864648549498029,Regular
150810,Norte,PA,Sudeste Paraense,Tucuruí,TUCURUÍ,0.679512579796914,0.6924471983125234,0.5728194976312265,0.7732710434469925,Moderado
150812,Norte,PA,Sudeste Paraense,Paragominas,ULIANÓPOLIS,0.6074324970798335,0.6779666642139138,0.4524734395205978,0.6918573875049889,Moderado
150815,Norte,PA,Sudoeste Paraense,Altamira,URUARÁ,0.5266140096553988,0.4880672399155145,0.3001704887971903,0.7916043002534916,Regular
150820,Norte,PA,Nordeste Paraense,Salgado,VIGIA,0.4686883843030988,0.6359853265827318,0.4723067475581694,0.2977730787683954,Regular
150830,Norte,PA,Nordeste Paraense,Guamá,VISEU,0.5188911987935532,0.5985592421686926,0.3726875532429726,0.5854268009689946,Regular
150835,Norte,PA,Sudoeste Paraense,Altamira,VITÓRIA DO XINGU,0.7258960567524821,0.7776133667716794,0.7213115703092432,0.6787632331765241,Moderado
150840,Norte,PA,Sudeste Paraense,Redenção,XINGUARA,0.6438662349478181,0.6405444339459645,0.5824923786196006,0.7085618922778896,Moderado
160005,Norte,AP,Sul do Amapá,Macapá,SERRA DO NAVIO,0.5802182888146395,0.630276054997665,0.2721195038713422,0.8382593075749116,Regular
160010,Norte,AP,Norte do Amapá,Amapá,AMAPÁ,0.5124337827803049,0.5966666146468318,0.31317534120924,0.6274593924848433,Regular
160015,Norte,AP,Sul do Amapá,Macapá,PEDRA BRANCA DO AMAPARI,0.5230062756378978,0.533912910618793,0.4084396247345847,0.6266662915603158,Regular
160020,Norte,AP,Norte do Amapá,Oiapoque,CALÇOENE,0.5381986204304798,0.6298736644329354,0.4059709527183578,0.5787512441401466,Regular
160021,Norte,AP,Sul do Amapá,Macapá,CUTIAS,0.5077351880691805,0.6201425684230158,0.3245281363610566,0.5785348594234693,Regular
160023,Norte,AP,Sul do Amapá,Macapá,FERREIRA GOMES,0.53542042124748,0.6373793693979453,0.2563062099729447,0.7125756843715504,Regular
160025,Norte,AP,Sul do Amapá,Macapá,ITAUBAL,0.5920986261319134,0.6320942874943447,0.4153158296685527,0.7288857612328428,Regular
160027,Norte,AP,Sul do Amapá,Mazagão,LARANJAL DO JARI,0.4728451913298477,0.5920666092355704,0.2008422805134427,0.62562668424053,Regular
160030,Norte,AP,Sul do Amapá,Macapá,MACAPÁ,0.6446111780136552,0.6464662238568182,0.5819482217130405,0.705419088471107,Moderado
160040,Norte,AP,Sul do Amapá,Mazagão,MAZAGÃO,0.5133169968171383,0.6100177525555677,0.3074933973076358,0.6224398405882114,Regular
160050,Norte,AP,Norte do Amapá,Oiapoque,OIAPOQUE,0.5079540430978103,0.5789356600991348,0.3327238813614297,0.6122025878328665,Regular
160053,Norte,AP,Sul do Amapá,Macapá,PORTO GRANDE,0.5002796319990492,0.6373708037538739,0.4181159834055408,0.4453521088377331,Regular
160055,Norte,AP,Norte do Amapá,Amapá,PRACUÚBA,0.4629151390049588,0.5882435935160544,0.2309684478065913,0.5695333756922311,Regular
160060,Norte,AP,Sul do Amapá,Macapá,SANTANA,0.5564412320268045,0.6737133329820957,0.3209032560252728,0.6747071070730452,Regular
160070,Norte,AP,Norte do Amapá,Amapá,TARTARUGALZINHO,0.4957931375982173,0.5813754945486762,0.3279696272152025,0.5780342910307732,Regular
160080,Norte,AP,Sul do Amapá,Mazagão,VITÓRIA DO JARI,0.5561965130897092,0.5682441053125796,0.3523013711645785,0.7480440627919697,Regular
170025,Norte,TO,Ocidental do Tocantins,Miracema do Tocantins,ABREULÂNDIA,0.6754303745886103,0.6790029648222926,0.5844876789439026,0.7628004799996358,Moderado
170030,Norte,TO,Ocidental do Tocantins,Bico do Papagaio,AGUIARNÓPOLIS,0.6968112676085761,0.6558158732475621,0.6170239537443916,0.8175939758337749,Moderado
170035,Norte,TO,Ocidental do Tocantins,Gurupi,ALIANÇA DO TOCANTINS,0.6993791062326824,0.7893672776197093,0.5082716904606399,0.8004983506176979,Moderado
170040,Norte,TO,Oriental do Tocantins,Dianópolis,ALMAS,0.0,0.758623145714372,0.0,0.818031832781799,Baixo
170070,Norte,TO,Ocidental do Tocantins,Gurupi,ALVORADA,0.6383619734960198,0.8019532888532297,0.473278942990634,0.6398536886441957,Moderado
170100,Norte,TO,Ocidental do Tocantins,Bico do Papagaio,ANANÁS,0.691651746653809,0.7219355742296918,0.4944821223557507,0.8585375433759849,Moderado
170105,Norte,TO,Ocidental do Tocantins,Bico do Papagaio,ANGICO,0.6445270592016152,0.6507597630330773,0.462613446198301,0.8202079683734673,Moderado
170110,Norte,TO,Oriental do Tocantins,Porto Nacional,APARECIDA DO RIO NEGRO,0.6919550817333573,0.7757372568500823,0.4245914974063197,0.8755364909436701,Moderado
170130,Norte,TO,Ocidental do Tocantins,Araguaína,ARAGOMINAS,0.609244910015626,0.6334113298835828,0.3311185191473828,0.8632048810159123,Moderado
170190,Norte,TO,Ocidental do Tocantins,Miracema do Tocantins,ARAGUACEMA,0.5871628933663859,0.6574998442280058,0.4446481853101323,0.6593406505610198,Regular
170200,Norte,TO,Ocidental do Tocantins,Rio Formoso,ARAGUAÇU,0.0,0.7882337366481862,0.0,0.6081505517553258,Baixo
170210,Norte,TO,Ocidental do Tocantins,Araguaína,ARAGUAÍNA,0.7765094797466994,0.81094798007954,0.6528893963997997,0.8656910627607584,Moderado
170215,Norte,TO,Ocidental do Tocantins,Araguaína,ARAGUANÃ,0.610245894917883,0.6985926658564594,0.3783559221285587,0.7537890967686308,Moderado
170220,Norte,TO,Ocidental do Tocantins,Bico do Papagaio,ARAGUATINS,0.6110358613882719,0.6964181541683776,0.367716343024689,0.7689730869717493,Moderado
170230,Norte,TO,Ocidental do Tocantins,Araguaína,ARAPOEMA,0.5816813736586188,0.7517979616088859,0.3444046184629169,0.6488415409040539,Regular
